source_id,title,author,drive_file_id,drive_folder_id,drive_folder_path,status,note,last_verified
B03-OSC-ALVIN-CRYSTAL-SP,The Crystal City,Orson Scott Card,1v_E8pg4Yy28xwPeNXmQ0z4TKlQzQVL66,19i5vItD9J8NRmqnVdB2S7yM2ADrS56eA,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/05_ALVIN_MAKER,ROUTED,SPANISH,2026-08-16
B03-OSC-ALVIN-RED-SP,Red Prophet,Orson Scott Card,1CzuHDDbqaY9Z5sE2FGsdz_iJn0lsQCzU,19i5vItD9J8NRmqnVdB2S7yM2ADrS56eA,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/05_ALVIN_MAKER,ROUTED,SPANISH,2026-08-16
B03-OSC-ALVIN-HEART-SP,Heartfire,Orson Scott Card,1TGW7RXe4lpHrf5qySyzV6YGyIvHlw8F5,19i5vItD9J8NRmqnVdB2S7yM2ADrS56eA,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/05_ALVIN_MAKER,ROUTED,SPANISH,2026-08-16
B03-OSC-ALVIN-SEVENTH-SP,Seventh Son,Orson Scott Card,1VgfdR2DAbnb1GErBvBLrmR-iFEBS1Lka,19i5vItD9J8NRmqnVdB2S7yM2ADrS56eA,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/05_ALVIN_MAKER,ROUTED,SPANISH,2026-08-16
B03-OSC-PATH1,Pathfinder,Orson Scott Card,1sK0sPj4mc83ZyVsSn278DdS-GyDwf3vj,11-8tIPnPtVtjqswH9CBir8lx4B7vpkhU,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/06_PATHFINDER,ROUTED,,2026-08-16
B03-OSC-PATH2,Ruins,Orson Scott Card,1YIcrROBdq8Jmyk7ci9yuLWluPex-ZDUw,11-8tIPnPtVtjqswH9CBir8lx4B7vpkhU,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/06_PATHFINDER,ROUTED,,2026-08-16
B03-OSC-PATH3,Visitors,Orson Scott Card,1V-MicAi-SncHdJe5dCIEda7CFZP6Nejg,11-8tIPnPtVtjqswH9CBir8lx4B7vpkhU,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/06_PATHFINDER,ROUTED,,2026-08-16
B03-OSC-WOG-ALL,Women of Genesis,Orson Scott Card,1AGqXRiUq7WO1sMpfvy3gTq8u_b3_yvvO,1sBdG_UyGENz-oPLjWTGpPhVq3zRYlJm5,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/07_WOMEN_OF_GENESIS,ROUTED,COLLECTION,2026-08-16
B03-OSC-WOG-RL,Rachel and Leah,Orson Scott Card,1swfSbSHBPV1VxOwm6dZizcYe8PQCTFzS,1sBdG_UyGENz-oPLjWTGpPhVq3zRYlJm5,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/07_WOMEN_OF_GENESIS,ROUTED,,2026-08-16
B03-OSC-WOG-REBEKAH,Rebekah,Orson Scott Card,1gmX8RpRL9YMlto-aDtKWDts_sCz_hK5R,1sBdG_UyGENz-oPLjWTGpPhVq3zRYlJm5,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/07_WOMEN_OF_GENESIS,ROUTED,,2026-08-16
B03-OSC-WORTH-CHRON,The Worthing Chronicle,Orson Scott Card,1xqw2PQTYZci8bho_alrKlg0uYsXgYyCr,16Pf3St7hcCPAddhmtweilx0ae67xCQHI,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/08_WORTHING,ROUTED,,2026-08-16
B03-OSC-WORTH-SAGA,The Worthing Saga,Orson Scott Card,1D5X8aNf7E8QhIEK8j1XaVtl4Ury9gpF_,16Pf3St7hcCPAddhmtweilx0ae67xCQHI,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/08_WORTHING,ROUTED,,2026-08-16
B03-OSC-IM1,InterGalactic Medicine 1,Orson Scott Card,1aBLvrwPIUNOWWibq_SNjnKX8zsBcPwK-,1eGhOtokSWq3mfmADmz2rt2Bj1ql-UI1F,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/09_INTERGALACTIC_MEDICINE,ROUTED,,2026-08-16
B03-OSC-IM2,InterGalactic Medicine 2,Orson Scott Card,1inEsFXYfhsg7pLSCAh74WFEp-9kRMN3j,1eGhOtokSWq3mfmADmz2rt2Bj1ql-UI1F,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/09_INTERGALACTIC_MEDICINE,ROUTED,,2026-08-16
B03-OSC-IMSHOW,Intergalactic Medicine Show 2005-2019,Orson Scott Card,1NVSD61dd5uFPQv5hyT3nBYt88wMxns_D,1eGhOtokSWq3mfmADmz2rt2Bj1ql-UI1F,IVDIVO_LIBRARY/16_REFERENCE_NOVELS/13_ORSON_SCOTT_CARD_REFERENCE/09_INTERGALACTIC_MEDICINE,ROUTED,COLLECTION,2026-08-16
B03-OSC-CRAFT-SFF,How to Write Science Fiction & Fantasy,Orson Scott Card,1Fuu_QaIPrJ3DxUeJ_t_blFgO98yDxFv-,1LWLQ4o4JuKUcnNhk-Z4ga3tYHaXS73Hg,IVDIVO_LIBRARY/01_WRITING_CRAFT/09_WORLDBUILDING_SPECULATIVE_CRAFT,ROUTED,CRAFT_NOT_FICTION,2026-08-16
B03-MEMOIR-EDUCATED,Educated,Tara Westover,17iCZc-OLLABcV9QMplWBwuGBlJmlCRAo,1KEcd4W9Jhnpxzn-frQtvkohsT3zQ2Vhr,IVDIVO_LIBRARY/28_MEMOIR_BIOGRAPHY_LIVED_EXPERIENCE,ROUTED,,2026-08-16
B03-CLASSIC-LOTF-EPUB,Lord of the Flies,William Golding,1LKvYRicbsUQKb1uZ2ZvufmC3opVc9fOy,1fAVS0LmCw-g94nVT7wqj2D0kmqUEfjNm,IVDIVO_LIBRARY/29_CLASSIC_LITERARY_REFERENCE,ROUTED,CANONICAL_WORKING_FORMAT,2026-08-16
B03-CLASSIC-LOTF-TXT,Lord of the Flies,William Golding,1M3W9kBw1olOgXAmpbBDRfSvMcPBOUgdN,1fAVS0LmCw-g94nVT7wqj2D0kmqUEfjNm,IVDIVO_LIBRARY/29_CLASSIC_LITERARY_REFERENCE,ALTERNATE_FORMAT,TXT,2026-08-16
B03-CLASSIC-LOTF-FB2,Lord of the Flies,William Golding,1-QIKXxq4WnEfqv21VWrSfvkSA2QVAJ88,1fAVS0LmCw-g94nVT7wqj2D0kmqUEfjNm,IVDIVO_LIBRARY/29_CLASSIC_LITERARY_REFERENCE,ALTERNATE_FORMAT,FB2,2026-08-16
B03-CLASSIC-LOTF-DOC,Lord of the Flies,William Golding,145h9kGlH8ykwuBW1EN0yBeWVbEMg0iZs,1fAVS0LmCw-g94nVT7wqj2D0kmqUEfjNm,IVDIVO_LIBRARY/29_CLASSIC_LITERARY_REFERENCE,ALTERNATE_FORMAT,DOC,2026-08-16
B03-CLASSIC-LOOKING,Through the Looking-Glass,Lewis Carroll,1LxwJl7c1GITuieObSMNmf8oXo3CQzloo,1fAVS0LmCw-g94nVT7wqj2D0kmqUEfjNm,IVDIVO_LIBRARY/29_CLASSIC_LITERARY_REFERENCE,ROUTED,,2026-08-16
B03-LIT-GUMP,Forrest Gump,Winston Groom,1jpt_j0kLQQJDJxEv9CPujzOch9q3VaXu,1ADRPvUqTcVo7yFUm64ECIt0EIw-bqfQT,IVDIVO_LIBRARY/10_CONTEMPORARY_LITERARY_FICTION,ROUTED,,2026-08-16
B03-LIT-VERONIKA,Veronika Decides to Die,Paulo Coelho,13nDMC-A1jSFsQdUSibvGCa24tcL99KuX,1ADRPvUqTcVo7yFUm64ECIt0EIw-bqfQT,IVDIVO_LIBRARY/10_CONTEMPORARY_LITERARY_FICTION,ROUTED,,2026-08-16
B03-LIT-AP,American Psycho,Bret Easton Ellis,1MPchPRwpL71qGjym1gAjp46uui0VX0wX,1ADRPvUqTcVo7yFUm64ECIt0EIw-bqfQT,IVDIVO_LIBRARY/10_CONTEMPORARY_LITERARY_FICTION,ROUTED,,2026-08-16
B03-LIT-LFE,Little Fires Everywhere,Celeste Ng,18nb07gJX1N8bOkZa-EyRzp4_RSQjETr5,1ADRPvUqTcVo7yFUm64ECIt0EIw-bqfQT,IVDIVO_LIBRARY/10_CONTEMPORARY_LITERARY_FICTION,ROUTED,,2026-08-16
B03-LIT-TRUE,True Places,Sonja Yoerg,19FWn8-Q2odDEpqGhVM7uaV_q67uxvwHS,1ADRPvUqTcVo7yFUm64ECIt0EIw-bqfQT,IVDIVO_LIBRARY/10_CONTEMPORARY_LITERARY_FICTION,ROUTED,,2026-08-16
B03-LIT-MURA-EPUB,South of the Border West of the Sun,Haruki Murakami,1iB58Fc44V_GRxwrtUHcBfVW5-A71aL2R,1ADRPvUqTcVo7yFUm64ECIt0EIw-bqfQT,IVDIVO_LIBRARY/10_CONTEMPORARY_LITERARY_FICTION,ALTERNATE_FORMAT,EPUB,2026-08-16
B03-LIT-MURA-PDF,South of the Border West of the Sun,Haruki Murakami,1pAAKNNDWXEYbzWyjsx3ZvRzIS1PXuUNT,1ADRPvUqTcVo7yFUm64ECIt0EIw-bqfQT,IVDIVO_LIBRARY/10_CONTEMPORARY_LITERARY_FICTION,ALTERNATE_FORMAT,PDF,2026-08-16
B03-LIT-MURA-MOBI,South of the Border West of the Sun,Haruki Murakami,1zG-IONyRi5zMS_8Gh4KhAH_2hkbpJhwn,1ADRPvUqTcVo7yFUm64ECIt0EIw-bqfQT,IVDIVO_LIBRARY/10_CONTEMPORARY_LITERARY_FICTION,ALTERNATE_FORMAT,MOBI,2026-08-16
B03-FAN-EPIC,Epic Legends of Fantasy,John Joseph Adams,1tyqAYqcZW7X5OdTroaBU1rZUTkXwSUrA,1G9Y9Y7h1ETTNUjOykhPj8eQuZtXq9plz,IVDIVO_LIBRARY/08_FANTASY_REFERENCE,ROUTED,ANTHOLOGY,2026-08-16
B03-FAN-SPIN,Spin the Dawn,Elizabeth Lim,1UzqlVl59s8EgBWnN2khk10oNbg5uz3Rs,1G9Y9Y7h1ETTNUjOykhPj8eQuZtXq9plz,IVDIVO_LIBRARY/08_FANTASY_REFERENCE,ROUTED,,2026-08-16
B03-FAN-WOLF,Wolfsong,T.J. Klune,1iZf49KcddlrnECao83BrYcqddC23jM2f,1G9Y9Y7h1ETTNUjOykhPj8eQuZtXq9plz,IVDIVO_LIBRARY/08_FANTASY_REFERENCE,ROUTED,,2026-08-16
B03-SERVICE-JACK,Pre-Intermediate Jack the Ripper,,1V856Z2UB49zp-Tecmh9nDZwjfzyK6tpf,1qj2YTKZcLf0DOm_GeSUnwzXEI0EFzW84,IVDIVO_LIBRARY/22_PROJECT_MATERIALS_TO_REHOME,REHOMED,LANGUAGE_GRADED_READER_NOT_STORY_ENGINE,2026-08-16
B03-RU-EXILE-DUP-RTF,Ender in Exile RU duplicate set,Orson Scott Card,13FPDyoVB1bOjqbW7fvgor-PhClFCro-4,1T0TAJzSiNDVPZv9kzrVSwXRSjEQ-5O6r,IVDIVO_LIBRARY/20_ARCHIVE_DUPLICATES,DUPLICATE_ARCHIVED,RTF_NAME_AND_SIZE_MATCH,2026-08-16
B03-RU-EXILE-DUP-TXT,Ender in Exile RU duplicate set,Orson Scott Card,1w7P78ifvq0aJCdceoMPbE9d1aiykZEEP,1T0TAJzSiNDVPZv9kzrVSwXRSjEQ-5O6r,IVDIVO_LIBRARY/20_ARCHIVE_DUPLICATES,DUPLICATE_ARCHIVED,TXT_NAME_AND_SIZE_MATCH,2026-08-16
B03-RU-EXILE-DUP-FB2,Ender in Exile RU duplicate set,Orson Scott Card,1D_fr8xLEpjbNmKkETBvL7eqf40oqZjbG,1T0TAJzSiNDVPZv9kzrVSwXRSjEQ-5O6r,IVDIVO_LIBRARY/20_ARCHIVE_DUPLICATES,DUPLICATE_ARCHIVED,FB2_NAME_AND_SIZE_MATCH,2026-08-16
B03-RU-EXILE-DUP-EPUB,Ender in Exile RU duplicate set,Orson Scott Card,1z4rniZ5QaOpRnb5mfB-4ZNjuFtSGZ657,1T0TAJzSiNDVPZv9kzrVSwXRSjEQ-5O6r,IVDIVO_LIBRARY/20_ARCHIVE_DUPLICATES,DUPLICATE_ARCHIVED,EPUB_NAME_AND_SIZE_MATCH,2026-08-16
B03-RU-EXILE-DUP-MOBI,Ender in Exile RU duplicate set,Orson Scott Card,1ZNL2z8rxUCxBrCGX9FACcFcrgZrk0aAd,1T0TAJzSiNDVPZv9kzrVSwXRSjEQ-5O6r,IVDIVO_LIBRARY/20_ARCHIVE_DUPLICATES,DUPLICATE_ARCHIVED,MOBI_NAME_AND_SIZE_MATCH,2026-08-16
B03-RU-MIND-DUP-RTF,Children of the Mind RU duplicate set,Orson Scott Card,1vt1tVx3q5l_g3nCeOFoZzJ-WMqMbOQaJ,1T0TAJzSiNDVPZv9kzrVSwXRSjEQ-5O6r,IVDIVO_LIBRARY/20_ARCHIVE_DUPLICATES,DUPLICATE_ARCHIVED,RTF_NAME_AND_SIZE_MATCH,2026-08-16
B03-RU-MIND-DUP-MOBI,Children of the Mind RU duplicate set,Orson Scott Card,1jHrX2FZf1gEu_Xipn3hIYPBeHovTd0Kz,1T0TAJzSiNDVPZv9kzrVSwXRSjEQ-5O6r,IVDIVO_LIBRARY/20_ARCHIVE_DUPLICATES,DUPLICATE_ARCHIVED,MOBI_NAME_AND_SIZE_MATCH,2026-08-16
B03-RU-MIND-DUP-TXT,Children of the Mind RU duplicate set,Orson Scott Card,1xT1mZRLSb7o-wMlHUS5wFLn-0rq7YcMx,1T0TAJzSiNDVPZv9kzrVSwXRSjEQ-5O6r,IVDIVO_LIBRARY/20_ARCHIVE_DUPLICATES,DUPLICATE_ARCHIVED,TXT_NAME_AND_SIZE_MATCH,2026-08-16
B03-RU-MIND-DUP-EPUB,Children of the Mind RU duplicate set,Orson Scott Card,1QXayC48N1E0_Bt-Ac9-bHgRo_3DHFi2K,1T0TAJzSiNDVPZv9kzrVSwXRSjEQ-5O6r,IVDIVO_LIBRARY/20_ARCHIVE_DUPLICATES,DUPLICATE_ARCHIVED,EPUB_NAME_AND_SIZE_MATCH,2026-08-16
B03-RU-MIND-DUP-FB2,Children of the Mind RU duplicate set,Orson Scott Card,1WFhAUdjIfZbLdNqhfdUTrEQed3ytqWIs,1T0TAJzSiNDVPZv9kzrVSwXRSjEQ-5O6r,IVDIVO_LIBRARY/20_ARCHIVE_DUPLICATES,DUPLICATE_ARCHIVED,FB2_NAME_AND_SIZE_MATCH,2026-08-16
